store_id,sku,store_soh
S065,SKU00041,2
S003,SKU00043,18
S015,SKU00017,13
S038,SKU00011,12
S057,SKU00036,10
S017,SKU00002,5
S057,SKU00039,10
S035,SKU00010,12
S015,SKU00030,2
S007,SKU00077,4
S012,SKU00053,2
S018,SKU00040,20
S021,SKU00034,0
S045,SKU00013,4
S040,SKU00031,16
S029,SKU00047,10
S058,SKU00078,2
S003,SKU00068,0
S018,SKU00011,17
S020,SKU00031,16
S033,SKU00078,3
S043,SKU00068,4
S019,SKU00053,4
S029,SKU00057,6
S058,SKU00062,3
S057,SKU00058,0
S032,SKU00076,5
S033,SKU00062,2
S039,SKU00065,5
S023,SKU00002,14
S023,SKU00061,3
S003,SKU00012,21
S004,SKU00011,12
S004,SKU00044,13
S030,SKU00024,15
S040,SKU00050,4
S041,SKU00064,3
S041,SKU00067,1
S018,SKU00032,27
S034,SKU00018,6
S022,SKU00037,2
S009,SKU00031,10
S045,SKU00068,4
S057,SKU00016,8
S022,SKU00058,0
S064,SKU00021,13
S002,SKU00006,6
S006,SKU00038,22
S006,SKU00077,1
S030,SKU00006,2
S040,SKU00063,2
S042,SKU00059,3
S041,SKU00052,1
S047,SKU00039,0
S050,SKU00044,15
S060,SKU00017,0
S016,SKU00023,16
S059,SKU00024,11
S004,SKU00032,27
S007,SKU00004,24
S021,SKU00069,6
S037,SKU00072,3
S045,SKU00012,1
S002,SKU00079,8
S015,SKU00014,3
S021,SKU00072,6
S034,SKU00009,0
S029,SKU00035,9
S049,SKU00061,2
S065,SKU00017,3
S033,SKU00024,4
S014,SKU00045,20
S026,SKU00022,11
S052,SKU00036,10
S028,SKU00018,1
S020,SKU00015,14
S014,SKU00055,5
S017,SKU00040,17
S018,SKU00062,6
S020,SKU00075,2
S001,SKU00051,0
S016,SKU00065,9
S051,SKU00056,0
S033,SKU00006,6
S008,SKU00072,7
S057,SKU00070,4
S004,SKU00078,4
S042,SKU00028,12
S040,SKU00054,0
S016,SKU00067,8
S048,SKU00050,12
S039,SKU00057,0
S022,SKU00038,5
S020,SKU00054,8
S004,SKU00062,0
S024,SKU00062,1
S025,SKU00051,3
S006,SKU00004,18
S028,SKU00009,1
S009,SKU00015,9
S034,SKU00043,11
S005,SKU00059,8
S057,SKU00073,4
S063,SKU00005,6
S009,SKU00075,0
S007,SKU00050,6
S038,SKU00024,3
S053,SKU00006,6
S007,SKU00042,20
S029,SKU00068,3
S044,SKU00023,17
S012,SKU00056,7
S014,SKU00001,1
S052,SKU00016,2
S023,SKU00011,7
S060,SKU00014,0
S032,SKU00018,7
S037,SKU00002,4
S009,SKU00054,4
S038,SKU00006,11
S018,SKU00024,10
S021,SKU00002,6
S046,SKU00014,16
S031,SKU00022,11
S019,SKU00056,2
S041,SKU00053,2
S038,SKU00079,2
S028,SKU00043,1
S023,SKU00032,1
S005,SKU00028,11
S016,SKU00047,11
S032,SKU00009,11
S051,SKU00039,9
S003,SKU00077,0
S044,SKU00067,3
S044,SKU00064,5
S006,SKU00050,7
S008,SKU00002,22
S008,SKU00061,7
S047,SKU00073,7
S016,SKU00057,9
S039,SKU00021,16
S004,SKU00006,4
S013,SKU00079,0
S015,SKU00001,8
S028,SKU00068,5
S036,SKU00023,11
S042,SKU00080,4
S011,SKU00009,22
S052,SKU00070,1
S006,SKU00063,2
S051,SKU00058,4
S001,SKU00080,7
S004,SKU00079,7
S024,SKU00079,4
S012,SKU00036,26
S023,SKU00078,1
S012,SKU00039,21
S045,SKU00038,6
S026,SKU00007,3
S028,SKU00012,17
S045,SKU00077,3
S046,SKU00019,4
S022,SKU00031,9
S046,SKU00045,13
S015,SKU00066,5
S023,SKU00062,2
S039,SKU00068,4
S031,SKU00046,12
S033,SKU00076,6
S019,SKU00036,21
S005,SKU00003,0
S026,SKU00074,5
S064,SKU00036,5
S019,SKU00039,2
S003,SKU00033,9
S020,SKU00041,8
S010,SKU00023,1
S012,SKU00058,5
S016,SKU00035,12
S065,SKU00055,2
S017,SKU00024,6
S003,SKU00004,14
S034,SKU00037,5
S036,SKU00067,1
S039,SKU00012,6
S032,SKU00068,3
S021,SKU00040,11
S043,SKU00004,9
S058,SKU00065,0
S001,SKU00005,2
S033,SKU00065,2
S037,SKU00011,5
S041,SKU00013,0
S019,SKU00058,8
S016,SKU00021,24
S064,SKU00058,0
S012,SKU00016,16
S009,SKU00041,24
S011,SKU00068,1
S013,SKU00067,0
S013,SKU00064,6
S025,SKU00005,10
S032,SKU00012,10
S035,SKU00028,1
S057,SKU00075,2
S045,SKU00004,15
S023,SKU00024,6
S027,SKU00016,12
S007,SKU00071,9
S019,SKU00016,12
S037,SKU00032,10
S065,SKU00001,1
S064,SKU00016,13
S010,SKU00067,1
S013,SKU00052,2
S022,SKU00015,12
S011,SKU00012,19
S028,SKU00037,11
S042,SKU00048,6
S008,SKU00044,13
S030,SKU00057,4
S022,SKU00075,0
S002,SKU00018,5
S023,SKU00006,7
S029,SKU00077,5
S030,SKU00018,0
S031,SKU00074,4
S046,SKU00066,3
S004,SKU00052,7
S064,SKU00033,6
S003,SKU00042,10
S034,SKU00038,6
S043,SKU00050,14
S026,SKU00025,4
S004,SKU00076,1
S024,SKU00076,3
S043,SKU00042,14
S061,SKU00047,1
S012,SKU00070,10
S008,SKU00032,11
S018,SKU00065,2
S040,SKU00017,0
S002,SKU00009,19
S020,SKU00017,0
S061,SKU00018,7
S006,SKU00071,5
S007,SKU00046,15
S012,SKU00073,7
S040,SKU00030,0
S019,SKU00070,2
S054,SKU00071,1
S045,SKU00050,5
S058,SKU00057,2
S033,SKU00018,7
S029,SKU00033,2
S010,SKU00047,24
S014,SKU00005,21
S005,SKU00048,4
S019,SKU00073,9
S035,SKU00080,0
S059,SKU00009,3
S009,SKU00017,24
S031,SKU00020,5
S036,SKU00053,1
S011,SKU00037,12
S051,SKU00031,12
S016,SKU00056,2
S041,SKU00039,10
S052,SKU00022,7
S008,SKU00062,6
S056,SKU00049,4
S034,SKU00004,5
S030,SKU00043,8
S031,SKU00025,0
S013,SKU00053,9
S038,SKU00018,16
S036,SKU00021,14
S005,SKU00060,2
S018,SKU00047,15
S056,SKU00025,3
S002,SKU00068,7
S015,SKU00003,12
S053,SKU00009,1
S030,SKU00068,0
S012,SKU00031,19
S059,SKU00043,9
S056,SKU00010,3
S010,SKU00053,5
S018,SKU00057,1
S018,SKU00018,20
S017,SKU00065,11
S010,SKU00035,4
S032,SKU00038,5
S042,SKU00008,4
S023,SKU00076,3
S028,SKU00004,8
S002,SKU00012,13
S019,SKU00031,22
S029,SKU00042,11
S055,SKU00023,10
S007,SKU00030,16
S059,SKU00068,2
S004,SKU00018,18
S011,SKU00077,9
S016,SKU00036,2
S034,SKU00050,7
S039,SKU00033,11
S016,SKU00039,19
S056,SKU00029,5
S058,SKU00068,7
S008,SKU00006,5
S033,SKU00068,0
S039,SKU00004,8
S050,SKU00018,11
S001,SKU00061,1
S056,SKU00026,9
S059,SKU00012,16
S049,SKU00052,0
S034,SKU00063,4
S003,SKU00071,7
S018,SKU00035,15
S008,SKU00079,4
S015,SKU00034,7
S004,SKU00009,19
S024,SKU00009,5
S014,SKU00069,4
S058,SKU00012,3
S025,SKU00061,3
S006,SKU00017,0
S038,SKU00043,4
S033,SKU00012,3
S040,SKU00045,10
S041,SKU00070,0
S014,SKU00072,9
S020,SKU00045,0
S053,SKU00068,4
S012,SKU00015,18
S032,SKU00004,0
S055,SKU00064,3
S055,SKU00067,2
S018,SKU00021,20
S006,SKU00030,12
S040,SKU00055,4
S005,SKU00008,14
S050,SKU00009,10
S012,SKU00075,9
S028,SKU00050,10
S013,SKU00013,15
S028,SKU00042,10
S057,SKU00049,6
S017,SKU00047,9
S018,SKU00043,24
S027,SKU00015,5
S041,SKU00073,0
S016,SKU00016,11
S045,SKU00071,6
S012,SKU00022,15
S038,SKU00068,5
S019,SKU00015,6
S053,SKU00012,15
S002,SKU00037,0
S007,SKU00014,21
S027,SKU00075,1
S004,SKU00013,17
S017,SKU00057,8
S024,SKU00013,0
S012,SKU00054,1
S019,SKU00075,9
S009,SKU00045,14
S027,SKU00022,16
S044,SKU00036,10
S044,SKU00039,16
S004,SKU00043,0
S003,SKU00046,10
S018,SKU00068,6
S038,SKU00012,8
S052,SKU00074,4
S027,SKU00054,0
S039,SKU00042,3
S064,SKU00022,15
S015,SKU00069,9
S043,SKU00046,11
S019,SKU00054,5
S059,SKU00037,13
S040,SKU00001,0
S015,SKU00072,0
S022,SKU00017,2
S020,SKU00001,16
S044,SKU00058,0
S004,SKU00068,4
S018,SKU00012,0
S023,SKU00018,7
S026,SKU00059,2
S032,SKU00050,8
S010,SKU00056,2
S048,SKU00019,7
S054,SKU00025,7
S017,SKU00035,8
S006,SKU00014,16
S014,SKU00002,3
S014,SKU00061,1
S054,SKU00014,16
S029,SKU00022,0
S032,SKU00063,1
S007,SKU00019,8
S011,SKU00050,21
S041,SKU00031,15
S037,SKU00065,0
S009,SKU00001,26
S011,SKU00042,11
S016,SKU00073,6
S044,SKU00016,17
S015,SKU00060,7
S002,SKU00038,14
S002,SKU00077,1
S015,SKU00027,20
S053,SKU00037,4
S008,SKU00076,8
S036,SKU00039,6
S017,SKU00021,0
S011,SKU00063,1
S051,SKU00041,3
S038,SKU00037,0
S013,SKU00036,12
S055,SKU00053,4
S036,SKU00058,0
S046,SKU00069,0
S046,SKU00072,4
S052,SKU00010,11
S058,SKU00077,2
S065,SKU00069,0
S006,SKU00019,0
S010,SKU00036,5
S033,SKU00077,1
S044,SKU00070,3
S010,SKU00039,5
S023,SKU00043,6
S054,SKU00019,7
S030,SKU00033,8
S036,SKU00016,6
S012,SKU00041,12
S013,SKU00058,10
S002,SKU00004,8
S017,SKU00012,17
S044,SKU00073,1
S004,SKU00037,3
S037,SKU00047,0
S060,SKU00060,1
S027,SKU00041,0
S045,SKU00030,5
S012,SKU00074,10
S041,SKU00075,0
S019,SKU00007,14
S023,SKU00068,4
S052,SKU00029,5
S010,SKU00058,8
S019,SKU00041,22
S064,SKU00007,12
S007,SKU00066,9
S025,SKU00078,2
S037,SKU00057,2
S061,SKU00033,13
S014,SKU00040,13
S037,SKU00018,7
S046,SKU00027,18
S049,SKU00013,0
S038,SKU00038,16
S038,SKU00077,2
S041,SKU00054,5
S014,SKU00011,23
S014,SKU00044,13
S023,SKU00012,5
S039,SKU00071,4
S010,SKU00016,14
S003,SKU00025,6
S006,SKU00001,6
S022,SKU00045,17
S003,SKU00014,5
S033,SKU00004,12
S026,SKU00080,0
S043,SKU00025,11
S018,SKU00077,8
S043,SKU00014,5
S010,SKU00033,8
S013,SKU00038,23
S008,SKU00018,12
S014,SKU00032,2
S002,SKU00050,7
S036,SKU00073,2
S030,SKU00042,13
S012,SKU00049,5
S037,SKU00035,12
S006,SKU00066,4
S012,SKU00020,13
S044,SKU00031,1
S004,SKU00038,7
S004,SKU00077,4
S013,SKU00070,0
S015,SKU00040,1
S021,SKU00035,6
S024,SKU00038,19
S029,SKU00074,0
S063,SKU00052,6
S002,SKU00063,1
S011,SKU00071,6
S027,SKU00049,5
S007,SKU00059,3
S008,SKU00009,13
S013,SKU00073,10
S016,SKU00022,4
S010,SKU00070,2
S019,SKU00020,15
S037,SKU00021,0
S034,SKU00017,2
S038,SKU00004,13
S039,SKU00046,12
S021,SKU00021,6
S037,SKU00043,5
S001,SKU00079,7
S012,SKU00010,24
S014,SKU00078,1
S018,SKU00033,0
S022,SKU00001,11
S055,SKU00056,3
S058,SKU00050,4
S034,SKU00030,14
S003,SKU00019,15
S058,SKU00042,6
S010,SKU00073,5
S033,SKU00050,9
S033,SKU00042,3
S014,SKU00062,6
S018,SKU00004,15
S027,SKU00010,14
S031,SKU00080,6
S043,SKU00019,5
S025,SKU00079,2
S042,SKU00023,19
S037,SKU00068,0
S033,SKU00063,1
S056,SKU00080,2
S047,SKU00001,0
S004,SKU00004,0
S024,SKU00004,9
S053,SKU00050,0
S053,SKU00042,18
S028,SKU00017,9
S045,SKU00045,2
S044,SKU00015,10
S012,SKU00026,27
S041,SKU00041,2
S028,SKU00030,13
S050,SKU00004,8
S038,SKU00050,12
S049,SKU00037,1
S064,SKU00029,16
S013,SKU00031,14
S044,SKU00022,18
S016,SKU00046,9
S008,SKU00068,11
S029,SKU00010,1
S014,SKU00024,24
S019,SKU00026,0
S042,SKU00064,6
S042,SKU00067,4
S046,SKU00011,9
S044,SKU00054,1
S055,SKU00036,13
S020,SKU00034,16
S038,SKU00063,4
S034,SKU00014,3
S023,SKU00077,2
S001,SKU00064,6
S018,SKU00042,1
S065,SKU00044,11
S005,SKU00023,24
S008,SKU00012,7
S014,SKU00006,4
S017,SKU00033,8
S007,SKU00003,16
S032,SKU00017,2
S045,SKU00001,12
S001,SKU00052,4
S004,SKU00050,22
S054,SKU00028,9
S009,SKU00034,25
S031,SKU00048,2
S025,SKU00052,2
S002,SKU00071,9
S011,SKU00017,25
S004,SKU00063,2
S024,SKU00063,2
S015,SKU00024,6
S016,SKU00007,18
S028,SKU00014,6
S036,SKU00022,14
S049,SKU00038,6
S055,SKU00016,14
S025,SKU00076,1
S020,SKU00069,2
S011,SKU00030,3
S013,SKU00015,24
S005,SKU00067,8
S016,SKU00074,3
S020,SKU00072,5
S013,SKU00075,10
S034,SKU00019,5
S059,SKU00071,4
S061,SKU00071,1
S039,SKU00025,2
S006,SKU00003,22
S039,SKU00014,9
S027,SKU00055,0
S013,SKU00054,2
S009,SKU00069,5
S008,SKU00037,3
S033,SKU00071,1
S019,SKU00055,4
S003,SKU00059,7
S009,SKU00072,5
S010,SKU00022,0
S063,SKU00013,8
S030,SKU00046,8
S017,SKU00042,1
S032,SKU00014,8
S055,SKU00070,5
S062,SKU00036,1
S062,SKU00039,3
S028,SKU00019,10
S042,SKU00053,5
S044,SKU00007,4
S037,SKU00077,3
S039,SKU00029,19
S036,SKU00046,3
S016,SKU00049,11
S034,SKU00001,13
S055,SKU00073,5
S011,SKU00014,8
S016,SKU00020,8
S046,SKU00024,10
S061,SKU00046,7
S041,SKU00026,2
S023,SKU00050,1
S044,SKU00074,0
S023,SKU00042,1
S040,SKU00002,13
S014,SKU00076,1
S006,SKU00034,22
S051,SKU00051,2
S058,SKU00046,7
S020,SKU00061,5
S003,SKU00028,0
S007,SKU00048,4
S016,SKU00025,2
S049,SKU00031,13
S035,SKU00067,0
S035,SKU00064,4
S043,SKU00028,5
S008,SKU00038,19
S008,SKU00077,1
S016,SKU00010,10
S018,SKU00071,4
S032,SKU00019,8
S037,SKU00033,3
S009,SKU00061,10
S035,SKU00052,1
S002,SKU00017,20
S021,SKU00033,7
S012,SKU00051,1
S004,SKU00071,6
S005,SKU00053,4
S036,SKU00007,11
S048,SKU00027,8
S015,SKU00023,5
S001,SKU00009,23
S002,SKU00030,20
S011,SKU00019,16
S016,SKU00029,5
S007,SKU00027,13
S006,SKU00069,2
S036,SKU00074,0
S019,SKU00051,8
S044,SKU00020,13
S049,SKU00063,0
S028,SKU00066,6
S050,SKU00071,0
S003,SKU00003,0
S025,SKU00009,4
S016,SKU00026,5
S006,SKU00072,8
S054,SKU00048,12
S052,SKU00005,18
S043,SKU00003,2
S018,SKU00046,6
S062,SKU00070,0
S008,SKU00004,17
S015,SKU00065,7
S001,SKU00013,7
S049,SKU00015,5
S032,SKU00001,13
S041,SKU00055,3
S057,SKU00069,3
S017,SKU00022,15
S049,SKU00075,0
S045,SKU00003,9
S062,SKU00073,0
S033,SKU00030,2
S040,SKU00040,3
S025,SKU00013,4
S057,SKU00072,3
S010,SKU00074,2
S006,SKU00060,6
S054,SKU00060,7
S006,SKU00027,8
S040,SKU00011,4
S053,SKU00017,7
S042,SKU00056,5
S049,SKU00054,3
S060,SKU00023,8
S020,SKU00011,1
S020,SKU00044,10
S021,SKU00042,7
S022,SKU00069,6
S032,SKU00066,6
S014,SKU00018,5
S030,SKU00025,12
S036,SKU00020,9
S002,SKU00014,25
S030,SKU00014,10
S055,SKU00015,7
S038,SKU00017,9
S009,SKU00040,14
S035,SKU00053,5
S040,SKU00032,3
S011,SKU00066,2
S007,SKU00008,2
S020,SKU00032,23
S038,SKU00030,0
S065,SKU00076,2
S008,SKU00050,17
S012,SKU00080,2
S009,SKU00011,6
S009,SKU00044,20
S023,SKU00071,0
S059,SKU00014,7
S014,SKU00009,2
S061,SKU00025,16
S047,SKU00069,0
S036,SKU00010,3
S060,SKU00065,4
S055,SKU00054,3
S015,SKU00047,17
S045,SKU00034,4
S027,SKU00080,0
S063,SKU00038,3
S058,SKU00025,16
S008,SKU00063,11
S010,SKU00049,15
S010,SKU00020,0
S017,SKU00046,19
S015,SKU00057,0
S065,SKU00065,6
S009,SKU00032,0
S004,SKU00017,0
S024,SKU00017,9
S005,SKU00056,4
S042,SKU00036,7
S002,SKU00019,5
S020,SKU00078,2
S042,SKU00039,10
S048,SKU00011,9
S004,SKU00030,19
S040,SKU00062,0
S061,SKU00029,8
S012,SKU00005,17
S020,SKU00062,3
S010,SKU00010,4
S041,SKU00051,1
S014,SKU00043,29
S036,SKU00026,8
S043,SKU00048,0
S053,SKU00014,6
S054,SKU00008,0
S022,SKU00061,6
S050,SKU00030,7
S029,SKU00080,3
S059,SKU00019,9
S019,SKU00005,20
S042,SKU00058,1
S038,SKU00014,12
S039,SKU00028,6
S015,SKU00035,10
S014,SKU00068,0
S009,SKU00062,8
S003,SKU00060,7
S010,SKU00029,22
S033,SKU00019,10
S018,SKU00025,1
S003,SKU00027,14
S025,SKU00037,14
S035,SKU00013,17
S018,SKU00014,2
S043,SKU00060,3
S016,SKU00059,2
S046,SKU00047,2
S047,SKU00061,0
S049,SKU00041,13
S017,SKU00074,6
S060,SKU00057,2
S002,SKU00001,19
S010,SKU00026,27
S015,SKU00021,22
S006,SKU00040,14
S028,SKU00003,9
S014,SKU00012,12
S040,SKU00024,7
S005,SKU00036,19
S020,SKU00024,17
S005,SKU00039,11
S004,SKU00014,17
S037,SKU00071,3
